,county_lat,county_lon,population,BA,cesm_lat,cesm_lon
503,43.674567283074445,-96.25320592314706,9524.0,MISO-0035,43.539038679444396,-96.20729490168753
504,45.423511974466045,-91.84830956999146,46484.0,MISO-0001,45.5294960732389,-91.73992824965319
505,37.75310937031678,-88.54075306816176,22772.0,MISO-0004,37.697793133974145,-88.5
506,43.38386902282385,-87.95098810840027,94346.0,MISO-0027,43.48181480765934,-87.95729490168753
507,31.230790814092657,-89.82239209863961,24001.0,MISO-8910,31.29253865734314,-89.79270509831247
508,38.30044377955826,-88.92402418292394,36147.0,MISO-0004,38.24611175597003,-89.04270509831247
509,44.820737587647,-93.80254032332309,114379.0,MISO-0001,44.731304140095624,-93.75
510,47.57635432866776,-95.37887856931405,8647.0,MISO-0001,47.65837204477536,-95.55681823225046
511,46.00883691635084,-87.87025733726423,25827.0,MISO-0027,45.937837083895815,-87.8879315105305
512,43.292636229876635,-84.60491697644046,41190.0,MISO-0027,43.37004850837949,-84.54270509831247
513,42.94500040136384,-85.07460314984148,66557.0,MISO-0027,42.84649485224579,-84.95729490168748
514,43.08996875682856,-83.22180355685431,89516.0,MISO-0027,43.0938361600064,-83.25
515,41.89506403018893,-84.06640069036206,97779.0,MISO-0027,41.84354020724631,-84.0
516,38.27839486189931,-90.17722708321237,34840.0,MISO-0004,38.249817683174754,-90.20729490168753
517,38.9968559947418,-85.62810770743887,27622.0,MISO-0006,38.92130208458762,-85.70729490168753
518,37.47122221444849,-89.25508562911062,16656.0,MISO-0004,37.4976292199259,-89.25
519,38.42954564465901,-88.42555602112718,15882.0,MISO-0004,38.44773162736173,-88.5
520,42.59125865695789,-85.88846761952337,123188.0,MISO-0027,42.68183242115432,-86.04270509831252
521,38.841110780572734,-86.48346592343084,45568.0,MISO-0006,38.73919949169282,-86.45729490168753
522,35.85986036404468,-92.15662977624172,12703.0,MISO-8910,35.771744011893865,-92.25
523,40.4561120787531,-90.67790728594834,25916.0,MISO-0004,40.497575795114315,-90.75
524,40.49082362103948,-88.8474057168414,171419.0,MISO-0004,40.49279781248283,-88.70729490168753
525,42.24648654010337,-85.00557834196847,133408.0,MISO-0027,42.09674557242647,-84.95729490168748
526,41.3436470597548,-88.88600624945877,107773.0,MISO-0004,41.24603545196941,-89.04270509831247
527,41.03321650509918,-89.34469724446798,11473.0,MISO-0004,41.04027405322832,-89.25
528,38.826214190433426,-85.03704865684534,10037.0,MISO-0006,38.89137387765886,-84.95729490168748
529,45.446202900057045,-84.49981302151244,25793.0,MISO-0027,45.4075758348751,-84.43897862620645
530,39.085675173883615,-90.3567411897794,21160.0,MISO-0004,38.99981659985943,-90.20729490168753
531,32.879744876294914,-90.81321482269219,3097.0,MISO-8910,32.79047017833241,-90.75
532,38.632645751674815,-92.58320539017433,15428.0,MISO-0035,38.766968766604414,-92.45729490168753
533,37.96152593342097,-90.87737056816358,23810.0,MISO-0035,38.038823712575805,-90.95729490168753
534,46.09697656101814,-102.52835192071602,2275.0,MISO-0001,46.02137719019412,-102.49517789470099
535,30.54226982632694,-88.63566420768392,147666.0,MISO-8910,30.53632240602583,-88.70729490168753
536,37.55504469944782,-90.77312406130306,9318.0,MISO-0035,37.4976292199259,-90.75
537,41.41688066948382,-87.38220599338428,504612.0,MISO-0006,41.43114252598433,-87.54270509831252
538,40.040302301061,-86.89329582680188,38954.0,MISO-0006,39.918618776818924,-87.0
539,39.62556512599231,-84.92513616766111,6863.0,MISO-0006,39.640801263385654,-84.95729490168748
540,42.735401915740574,-95.15113667709348,20449.0,MISO-0035,42.639261664296654,-95.04270509831252
541,40.096831700920085,-91.7220799731016,9879.0,MISO-0035,39.94477160548884,-91.70729490168753
542,39.641396250006785,-88.61924381360221,14371.0,MISO-0004,39.74283016445855,-88.70729490168753
543,44.582928752578454,-92.00181367369471,7513.0,MISO-0001,44.439087827217236,-92.04270509831247
544,38.08739612546948,-88.17958632215114,13250.0,MISO-0004,38.03035869202972,-88.29270509831247
545,39.41489015520986,-85.06014984568526,23286.0,MISO-0006,39.43365716867262,-84.95729490168748
546,35.57414961093169,-90.66296904391643,22483.0,MISO-8910,35.45497540994507,-90.75
547,46.976824898871776,-100.46867735379577,103251.0,MISO-0001,46.98594807312923,-100.38060149085777
548,39.65572255078586,-93.98269197829525,9012.0,MISO-0035,39.68277496046955,-93.95729490168748
549,43.55387358231218,-85.800923046371,51622.0,MISO-0027,43.626902348676346,-85.70729490168753
550,44.1197446221323,-87.80987733134113,81710.0,MISO-0027,44.02062271664163,-87.75
551,37.96970522014322,-86.21675344738836,30699.0,MISO-0006,37.98311926639175,-86.25
552,45.02571143329748,-88.26835133465849,40195.0,MISO-0027,44.98727965973114,-88.29270509831247
553,45.771948003363875,-96.47180117459392,3130.0,MISO-0001,45.77735476742934,-96.41653072189644
554,46.585496281284165,-94.9693735133768,14388.0,MISO-0001,46.59846821184342,-94.9951130887091
555,43.98684633617138,-91.77892188962126,50523.0,MISO-0001,44.02999195358686,-91.70729490168753
556,33.21423708170486,-93.22733485789931,21894.0,MISO-8910,33.16615137815294,-93.20729490168753
557,30.151517323016474,-94.81198214348576,121364.0,MISO-8910,30.123190946933157,-94.70729490168753
558,31.56961147228427,-89.8229372991798,10941.0,MISO-8910,31.49983293872001,-89.79270509831247
559,30.862595211067276,-88.64398079454573,26331.0,MISO-8910,30.950861847593558,-88.70729490168753
560,31.174432727447822,-90.80441605034284,12487.0,MISO-8910,31.290526339961424,-90.75
561,31.174788793001053,-90.40417554679692,38712.0,MISO-8910,31.291564290430177,-90.54270509831247
562,38.754118374440274,-88.49020554485905,12793.0,MISO-0004,38.78311643577221,-88.5
563,43.000397250185664,-90.13536046874714,23951.0,MISO-0027,42.95710788063409,-90.20729490168753
564,45.42989444801968,-100.03142475061573,5217.0,MISO-0001,45.5122698635733,-100.07469217095564
565,31.734350766154662,-91.03727169982452,6825.0,MISO-8910,31.703719018616727,-90.95729490168753
566,31.913200408342473,-89.91947209761163,25498.0,MISO-8910,32.04270509831249,-90.0
567,39.05976227739039,-88.58983708645323,34519.0,MISO-0004,38.99039630358212,-88.5
568,33.448443764683155,-89.92009268767633,9226.0,MISO-8910,33.54270509831248,-90.0
569,46.43254741209941,-91.91622137166846,43990.0,MISO-0001,46.485894533636845,-91.7990546347321
570,42.7474937122811,-88.06125744639034,198919.0,MISO-0027,42.73184613781748,-87.95729490168753
571,45.89888334449418,-91.79118872974503,17087.0,MISO-0001,45.94370311940249,-91.76528446877745
572,45.171912349461444,-96.76749982464662,7534.0,MISO-0001,45.00514687555916,-96.79856307962575
573,45.41890407445044,-99.21531745209637,4022.0,MISO-0001,45.37635000532612,-99.23469666389514
574,38.84352142634491,-92.81010752268223,17136.0,MISO-0035,38.75946146140731,-92.79270509831247
575,31.205907568149808,-89.50863212358036,67403.0,MISO-8910,31.291564290430177,-89.45729490168753
576,44.67377499548714,-97.18832049826365,6900.0,MISO-0001,44.76731625602215,-97.29270509831252
577,44.470279538550884,-88.96487150085069,51461.0,MISO-0027,44.45329683009767,-89.04270509831247
578,46.964441362256096,-104.24929259934986,885.0,MISO-0001,46.902378259915196,-104.23460066178836
579,38.21442472618352,-92.4282502146587,25817.0,MISO-0035,38.224375822021464,-92.45729490168753
580,31.633152171175425,-89.55257346926989,17898.0,MISO-8910,31.706145650096566,-89.45729490168753
581,31.18868794694725,-89.25780496686501,79034.0,MISO-8910,31.290526339961424,-89.25
582,34.646605559161046,-92.67618500266327,133288.0,MISO-8910,34.67543137976092,-92.79270509831247
583,38.505346072868925,-92.28160838766257,77908.0,MISO-0035,38.43577550606091,-92.25
584,32.3020447172447,-92.5577711543902,15834.0,MISO-8910,32.22621696267485,-92.45729490168753
585,39.00263135489024,-87.75950728874867,18648.0,MISO-0004,38.97838956048776,-87.75
586,38.46030284125574,-91.86198459330926,13611.0,MISO-0035,38.44490548495723,-91.70729490168753
587,45.75854046087864,-97.59860973242182,4426.0,MISO-0001,45.70876795773258,-97.53775761911663
588,31.148375930806846,-90.10604367912113,13928.0,MISO-8910,31.29253865734314,-90.20729490168753
589,45.56139183177537,-93.29505392574764,44386.0,MISO-0001,45.49607353942601,-93.26850494958074
590,43.995050261788215,-86.2499616808633,29040.0,MISO-0027,43.98133853244958,-86.25
591,43.671334034441955,-91.49286807737668,18400.0,MISO-0001,43.69748637345071,-91.5
592,44.71961028768151,-92.42228378842549,43519.0,MISO-0001,44.766350752397905,-92.45729490168753
593,44.47584966055026,-89.50128832028125,71943.0,MISO-0027,44.45600998918349,-89.45729490168753
594,47.45704666614244,-98.23701312063042,2239.0,MISO-0001,47.49530664735559,-98.25910362482608
595,41.0469647022198,-86.26356214128643,20091.0,MISO-0006,40.981895928315225,-86.25
596,40.07242559601859,-86.05202937531372,387036.0,MISO-0006,40.22525460254817,-86.04270509831252
597,38.785772453025295,-85.43863510553257,33279.0,MISO-0006,38.706353744342174,-85.5
598,41.46035210070103,-87.06726701278,176049.0,MISO-0006,41.41831037291129,-87.0
599,47.30893947621249,-101.83178879506082,8441.0,MISO-0001,47.38459258807963,-101.85971702925224
600,46.251693873446904,-105.5713242192929,12034.0,MISO-0001,46.17892241610943,-105.58436341897033
601,44.82347441161379,-94.27247905061816,36631.0,MISO-0001,44.91952043227608,-94.29270509831247
602,47.265663959990334,-104.89876924152318,8692.0,MISO-0001,47.24448898803474,-104.80502224890142
603,38.4771629766092,-85.70738926581545,130451.0,MISO-0006,38.37893001301488,-85.70729490168753
604,37.84143530157176,-86.77781634614945,9050.0,MISO-0006,37.99912330414942,-86.79270509831252
605,39.83067903929095,-92.56453151629218,15190.0,MISO-0035,39.93134911253357,-92.45729490168753
606,37.992266931946524,-88.92415010596157,36916.0,MISO-0004,38.038823712575805,-89.04270509831247
607,33.95743372797282,-91.7333962905169,12764.0,MISO-8910,33.9455089077797,-91.70729490168753
608,38.94129412597185,-91.47032392160895,11590.0,MISO-0035,38.99039630358212,-91.5
609,34.86084285874735,-94.06327517334775,9965.0,MISO-8910,34.978435765362,-93.95729490168748
610,43.059992494633214,-92.31767569550027,11663.0,MISO-0035,42.93525665059723,-92.25
611,44.4551621891106,-90.04147549006275,74060.0,MISO-0001,44.45729490168751,-90.0
612,46.860483213263684,-105.37659550832096,1112.0,MISO-0001,46.74614428113676,-105.41742792584103
613,48.772301112981275,-98.46480194387874,3497.0,MISO-0001,48.65378419322795,-98.3623237492742
614,46.11029228248145,-98.50466402512988,4895.0,MISO-0001,46.186236222740206,-98.46912646190225
615,43.4161405337927,-88.70753378348456,89097.0,MISO-0027,43.49271793321675,-88.70729490168753
616,46.48183105825385,-94.07095929455033,69132.0,MISO-0001,46.42418074293512,-94.16938723628749
617,41.59730923691459,-85.85873042528259,208774.0,MISO-0006,41.71274192055409,-85.70729490168753
618,42.737818776514835,-96.21411092115328,25697.0,MISO-0035,42.789308121319785,-96.20729490168753
619,47.57507639112342,-100.34572559240148,1296.0,MISO-0001,47.54528156246188,-100.20536625587556
620,39.16888615785156,-90.66725607685025,4300.0,MISO-0004,39.204890488736105,-90.75
621,46.59239036786361,-92.67701853143721,36711.0,MISO-0001,46.67765674869371,-92.60808081184558
622,38.42354035391459,-92.88589935903117,22418.0,MISO-0035,38.42413944508023,-92.79270509831247
623,45.70906773107251,-101.19691416172843,3781.0,MISO-0001,45.74324490738351,-101.18947806562295
624,43.018122006255595,-88.304516630492,417210.0,MISO-0027,42.94460708503468,-88.29270509831247
625,39.797719148862456,-92.07663619367234,5870.0,MISO-0035,39.73209552108567,-92.04270509831247
626,31.550088192417185,-90.10701302677987,11819.0,MISO-8910,31.49983293872001,-90.20729490168753
627,29.905401179564315,-90.35813738346991,50586.0,MISO-8910,29.99983762263603,-90.20729490168753
628,30.026296739796035,-90.79634146533886,18938.0,MISO-8910,29.99787443869588,-90.75
629,44.40974117247112,-92.72278635147255,48195.0,MISO-0001,44.423257480598295,-92.79270509831247
630,39.2158501519509,-91.8415017882865,24528.0,MISO-0035,39.19483427584928,-91.70729490168753
631,33.49390407136325,-89.61627930921206,9354.0,MISO-8910,33.54152138045862,-89.45729490168753
632,48.79240713515535,-100.83329737956,6284.0,MISO-0001,48.79805329672111,-100.66972043694392
633,38.76454697818674,-91.16059181748807,39016.0,MISO-0035,38.78558369154299,-91.29270509831247
634,40.12077878175901,-87.24204309362348,17013.0,MISO-0006,40.259123002540804,-87.20729490168753
635,45.94494857858801,-93.29351505980223,16628.0,MISO-0001,45.90931331376307,-93.31606167039354
636,31.17186093862861,-88.99233019115688,11577.0,MISO-8910,31.28915548991137,-89.04270509831247
637,40.41026251469194,-91.73825779054656,6475.0,MISO-0035,40.48743670455003,-91.70729490168753
638,38.44060140806445,-91.50795829651636,14784.0,MISO-0035,38.44773162736173,-91.5
639,48.790841512830404,-102.51844918141353,2132.0,MISO-0001,48.821836942809426,-102.48329092295307
640,40.74764835711574,-92.40971880382409,9230.0,MISO-0035,40.681236891673514,-92.45729490168753
641,35.20772862959185,-90.30885031861689,46210.0,MISO-8910,35.2498232572358,-90.20729490168753
642,40.93166336689655,-90.21323853605811,47767.0,MISO-0004,41.04251938688027,-90.20729490168753
643,40.05078987036568,-86.46870802813446,80689.0,MISO-0006,39.90335276780371,-86.45729490168753
644,39.27336513790107,-88.24018736677864,10208.0,MISO-0004,39.19483427584928,-88.29270509831247
645,40.17463336379531,-88.90412850189769,15118.0,MISO-0004,40.288760210561996,-89.04270509831247
646,43.423322906468414,-82.82000715466852,40083.0,MISO-0027,43.474890580556334,-82.70729490168748
647,39.010001431840514,-88.15385016374991,9032.0,MISO-0004,38.987558203975695,-88.29270509831247
648,37.81013824590917,-90.47215228368573,67809.0,MISO-0035,37.706051180972054,-90.54270509831247
649,41.20445682606646,-89.2857741679004,5619.0,MISO-0004,41.24756657232295,-89.25
650,40.30168500071031,-86.47512603114532,33322.0,MISO-0006,40.23865373644012,-86.45729490168753
651,39.76944712348021,-86.5099785714762,193510.0,MISO-0006,39.69612906896369,-86.45729490168753
652,39.523605779037595,-85.79166231294892,45882.0,MISO-0006,39.46370237311598,-85.70729490168753
653,42.2531666900814,-83.838780095928,370214.0,MISO-0027,42.374916657647226,-83.79270509831247
654,46.432500796272535,-102.46018462248009,2492.0,MISO-0001,46.38082668683679,-102.27994813467006
655,38.719920616646725,-87.72682679607995,13790.0,MISO-0004,38.771128521037106,-87.75
656,42.080003016185366,-92.06574268785319,26004.0,MISO-0035,41.98188990879209,-92.04270509831247
657,45.699067901855365,-93.9987646655027,41744.0,MISO-0001,45.677970341434055,-94.06192995984571
658,47.10810015533788,-94.91660876258925,22369.0,MISO-0001,47.14684971120547,-94.86637133496544
659,44.35576735049031,-83.63597701630752,25266.0,MISO-0027,44.28888450347109,-83.79270509831247
660,40.15753258128764,-85.0114448904223,24438.0,MISO-0006,40.18313861339805,-84.95729490168748
661,42.679878568064986,-89.60220331687654,37227.0,MISO-0027,42.748718820277944,-89.45729490168753
662,39.2607480606473,-89.92442622380779,43748.0,MISO-0004,39.20729490168751,-90.0
663,39.08874763522759,-87.41468310718211,20831.0,MISO-0006,39.181479111036296,-87.54270509831252
664,41.3351293007625,-92.64090963944912,21880.0,MISO-0035,41.42351344519201,-92.79270509831247
665,37.78509320507801,-89.3820770345001,52501.0,MISO-0004,37.706051180972054,-89.45729490168753
666,47.97224784120998,-94.93626485331652,47055.0,MISO-0001,47.89155687777432,-94.99536225050366
667,42.03641353317637,-93.93163354610955,26799.0,MISO-0035,42.13924271331293,-93.95729490168748
