config_idx,hidden_layer_sizes,alpha,learning_rate_init,mean_rmse,std_rmse,fold_0_rmse,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,fold_6_rmse,fold_7_rmse
12,"(256, 128, 64, 32)",0.07413766946115141,0.0004483846290786353,596.133271428206,59.28079429208844,559.5528793224196,584.2234949733363,569.2445323378595,668.3294461400136,539.5615459194798,518.2389817343986,633.6768898010951,696.2384011970447
3,"(256, 128, 64, 32)",3.254277104330504e-05,0.0007957412573105527,606.8526430153076,69.93341643081867,576.3522282310984,584.735833178092,582.8251669668897,614.7239104784833,591.7997244098386,523.9403843770905,600.598174232465,779.8457222485036
13,"(256, 128, 64)",0.0003032765451962616,0.0008691837985677529,656.2692772155103,120.10955433675178,584.6533280789799,567.6707042542005,585.5606577254985,627.9086899029263,934.3502779122402,552.2199233350004,649.7090014708982,748.0816350443383
14,"(256, 128, 64)",3.308918125895611e-05,0.0008941489120323654,659.1521084784406,158.73641310590276,590.6627526636803,592.3377115746204,1057.309711428671,633.2911376262044,584.8583270765616,533.0983776590734,566.182863705164,715.4759860935496
16,"(256, 128, 64, 32)",0.02141473893047776,0.0025149549152136508,702.3092283228007,162.0686839425079,1003.9294883666777,585.202581798257,618.8417471820402,621.6479133297602,560.2052377847089,922.172727194856,556.7523675915187,749.7217633345871
5,"(128, 64, 32)",0.019545485073586322,0.0007705989229173013,714.3164551393714,161.60315102702694,584.5419665252466,614.9344864982704,595.0778500467408,769.7162121385686,940.6041549823906,553.8445370347524,651.6155078947106,1004.1969259942915
24,"(128, 64, 32)",0.0007662752960683008,0.0013504304218264751,756.3959540031365,152.3142826451447,575.327298195337,580.942106081191,626.5054117694957,662.9158510637665,941.4894988026386,915.5339530450594,941.5484209224722,806.905092145131
23,"(256, 128, 64)",3.623998360341537e-05,0.0001694572471895091,763.0232775304515,93.77711652580366,642.4755186870733,633.846843978355,747.9411225926185,751.8537324235737,730.0650437281523,912.1784353145645,879.5492991131325,806.2762244061422
19,"(256, 128, 64)",0.005370095583865395,0.0001903290006223861,817.6237990486138,99.60603557679396,705.4394837742358,677.664829878704,808.1525467907725,998.7670209310097,905.2506242909396,881.5394910570993,780.4665637527901,783.7098319133601
0,"(64, 32)",0.0005695262671673521,0.005214297905300546,849.048931482309,211.78599130831896,1011.8640789437055,972.3916891545791,1048.9927516589855,1018.7191341125828,533.4884290855607,579.3123039632544,622.0837248382228,1005.539340101581
18,"(128, 64, 32)",0.0003547427399748457,0.0003772734190269595,850.2782355661515,155.54660615462817,699.5810942471118,983.2980930178061,1065.0932363938364,1017.1784655115181,607.3301980960814,903.4622329878013,730.6227683551326,795.6597959199244
1,"(256, 128, 64)",0.006158459876169436,0.00015429601005519726,858.6414313402543,66.05151369242958,961.0955935424087,822.8435396010346,817.5883660848817,785.7473083019746,925.4619522909802,898.8970743461244,892.9848234926181,764.5127930620118
20,"(256, 128, 64)",1.070160899268531e-05,0.0037484243895631324,879.7595327430554,111.80293248528363,1003.8003989126436,1004.6220561607935,803.4383635589428,1009.6916624943434,936.2169745405878,770.8034910636985,753.6790878354822,755.8242273779512
22,"(128, 64)",0.0006849566747840917,0.001372405316892762,894.9185628778346,156.29309025752795,617.3353516663564,652.3109818658153,1050.421167953958,1024.8097206583236,947.6932433525998,924.5186241139407,931.2612823549541,1010.9981310567284
4,"(256, 128)",0.05094011902587736,0.0019396806804067653,900.3329151754542,161.0074885639044,1009.7987523893235,975.5346251637872,1053.0885249861267,985.1027074086142,938.915420788393,536.6257399585313,953.6476481593855,749.9499025494717
9,"(256, 128, 64)",0.03736667762931513,0.003603852387684786,916.3015775869503,122.50790189165363,1003.241018218283,974.5419405557027,798.6464150862558,1022.0100370605106,937.3986649413279,929.096303712948,646.2935443675846,1019.1846967529895
10,"(256, 128, 64)",0.0007360105081983722,0.00012235100233650854,918.8709305577881,99.62423177421317,983.3090202409426,727.3217590637915,1059.721544606859,1016.3079179622788,853.3259789048158,922.9282891692721,936.9018004851446,851.1511340292005
17,"(128, 64, 32)",0.00017760965289612674,0.004618698388866125,935.8974829507065,138.29336992221548,591.5269277817348,987.6860289412795,1050.5756511226007,1045.485936314172,953.1950523592466,912.9159102254956,934.1590082175187,1011.6353486436035
7,"(128, 64)",0.020442061379532986,0.0018337021671045932,937.3026179489477,112.4777343028828,660.6312095733908,980.815264127181,1051.4174190036326,1008.1393936187476,938.2424843015932,921.7385052960853,933.2750611766822,1004.1616064942688
6,"(128, 64, 32)",0.001653252347575385,0.0001341635410168892,940.0561788204577,46.67136146198786,878.9257221234429,935.7544676655339,1012.496800849005,1019.7929935825599,919.6699869957437,908.1086675441248,927.1147139610673,918.5860778421841
21,"(128, 64)",0.004564607361960839,0.002572354133406629,953.0168685892238,88.94768800701944,1008.338358244234,751.7743218323917,1055.5755625859572,1027.4415759302867,947.5620461081744,913.1762556638829,928.8375915641402,991.429236784723
2,"(256, 128)",0.011080485964481503,0.0037336070725030317,977.6127898903803,38.97658862752507,1002.0638672596824,978.049302493701,1056.222724215874,994.4763172883543,934.9380170663657,926.8586287666624,951.2692499072627,977.0242121251399
15,"(128, 64)",8.084206458302165e-05,0.002185888420054086,979.897540826787,44.39986951152673,1001.5640338350872,982.5087202520557,1052.0465811026252,1012.395172227664,941.4726767021123,914.4958580376386,928.8509016600898,1005.8463827970227
8,"(64, 32)",0.00026188092878568007,0.008737678255441984,984.5973567801543,43.72246019933363,1012.6971655173965,989.1811198707718,1058.8911388520985,1012.7796730699049,940.661701916519,912.9746108479505,953.3894256423523,996.2040185242411
11,"(128, 64)",4.141502885405815e-05,0.002323260488552255,987.081279457074,41.362262737211736,999.1134049991614,986.6857759943953,1057.7956601481487,1021.3718058061661,951.1239538470052,927.4301687553836,942.7045635426437,1010.4249025636876
