config_idx,hidden_layer_sizes,alpha,learning_rate_init,mean_rmse,std_rmse,fold_0_rmse,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,fold_6_rmse,fold_7_rmse
3,"(256, 128, 64, 32)",3.254277104330504e-05,0.0007957412573105527,642.3475065033149,140.16018504697288,597.7522960880882,629.9287413206873,535.1879634408776,534.2389645127158,571.3060746126832,669.0557122354982,605.7672288883549,995.5430709276136
12,"(256, 128, 64, 32)",0.07413766946115141,0.0004483846290786353,646.5864427135755,156.88662778132215,633.737118234819,616.172011410313,538.831326984099,548.282075179697,528.7190417746748,685.5479005361742,581.2840139500083,1040.118053638818
14,"(256, 128, 64)",3.308918125895611e-05,0.0008941489120323654,648.6325604898018,118.21378500643182,638.4261909613859,625.1668210834066,561.4475233830719,556.7639678281238,561.0843365099265,615.0390832561857,691.9273609008497,939.205199995465
13,"(256, 128, 64)",0.0003032765451962616,0.0008691837985677529,657.1211598767356,120.17798507933188,582.8087702988907,654.4300355432047,580.016798825181,569.3707034934032,574.4579249615339,609.180848741735,748.8222688834653,937.8819282664713
24,"(128, 64, 32)",0.0007662752960683008,0.0013504304218264751,690.7137042561342,130.92245157815526,560.4547140776064,684.8943732358966,568.8806193901007,651.1412882996397,614.4097384517696,706.7074414281875,739.9408127910004,999.280646374872
18,"(128, 64, 32)",0.0003547427399748457,0.0003772734190269595,698.5138240549882,125.73809245076873,563.7233630464224,754.2703858623479,653.1417499054478,682.5245406886953,556.1956560959345,665.6204361079144,730.3237140697987,982.3107466633446
5,"(128, 64, 32)",0.019545485073586322,0.0007705989229173013,698.9813860315355,137.24308465471714,581.2419399193332,718.0339666693002,590.8599972539366,635.353126264502,577.6493922684527,702.1442910174967,769.8290696912001,1016.7393051680623
22,"(128, 64)",0.0006849566747840917,0.001372405316892762,706.5346431299178,133.1295687977212,537.9573393264695,769.6836149466998,618.1604192233569,714.5428629344885,557.9799766821407,699.4496638853838,774.5375798219944,979.9656882188084
7,"(128, 64)",0.020442061379532986,0.0018337021671045932,706.9353464887492,125.55437036949544,616.6093578446682,763.0382232267312,600.9006518687219,669.3151763021626,589.3907271397618,648.3579772682547,778.4834082189052,989.3872500407889
19,"(256, 128, 64)",0.005370095583865395,0.0001903290006223861,708.7941758187709,110.49191746610406,625.5683185912004,703.5664520580594,681.4295382209522,689.3058328488538,559.8427993134629,688.6567749354116,759.3431103497784,962.6405802324483
