config_idx,hidden_layer_sizes,alpha,learning_rate_init,mean_rmse,std_rmse,fold_0_rmse,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,fold_6_rmse,fold_7_rmse
13,"(256, 128, 64)",0.0003032765451962616,0.0008691837985677529,200.85023892742691,23.855614796521554,227.5263682275125,200.81349142902937,221.84165532256011,211.8722526001112,163.41226403402175,171.12677557905516,183.22194843896276,226.98715578816248
14,"(256, 128, 64)",3.308918125895611e-05,0.0008941489120323654,201.28509086731188,22.15857027189838,234.26580364991358,191.81139001645937,215.05096815670868,206.59892485906988,168.0781664853598,179.6013891855282,186.41054114484243,228.46354344061297
12,"(256, 128, 64, 32)",0.07413766946115141,0.0004483846290786353,207.2673330277554,26.203748055938213,230.54959342826922,207.30432606425296,226.389570132811,205.88307978866516,166.93563794155966,185.4566148405263,184.2033383881592,251.41650363779962
3,"(256, 128, 64, 32)",3.254277104330504e-05,0.0007957412573105527,210.64183530189476,23.452915048569256,234.4327878140532,220.13133872019867,239.18409960933653,205.7316496534228,182.09335169142244,188.55763708845237,179.3679710488624,235.63584678940975
24,"(128, 64, 32)",0.0007662752960683008,0.0013504304218264751,216.8875659839047,26.57378686550269,221.59164563031143,238.08144885225798,216.00677893848209,212.0617668115802,170.5084851446557,205.35460840428254,202.8959290545106,268.59986503515705
5,"(128, 64, 32)",0.019545485073586322,0.0007705989229173013,222.7394125142851,21.427130907256014,241.63852085304788,201.17279536385126,224.5577432519214,225.88408975386358,201.5746331219115,214.7426594389669,204.82998909414147,267.5148692365767
16,"(256, 128, 64, 32)",0.02141473893047776,0.0025149549152136508,224.0667878037129,29.84859086717265,203.06238007948542,208.26818416441367,236.49874013614985,202.95129737677559,265.3041042961708,271.91271661213557,181.09978972177004,223.4370900428025
19,"(256, 128, 64)",0.005370095583865395,0.0001903290006223861,233.99635060932343,32.85810824770695,223.8539371519363,224.96172945098542,233.60514680085134,210.270858816,224.71371427618448,230.2916104093739,206.43222122054166,317.8415867487141
18,"(128, 64, 32)",0.0003547427399748457,0.0003772734190269595,236.30207925631566,33.27443820697128,203.8925408252195,221.85342087242927,228.5214782320192,259.5850565801311,185.39273645646784,250.0964878061923,239.96328299919946,301.1116302788666
23,"(256, 128, 64)",3.623998360341537e-05,0.0001694572471895091,242.09390148202965,29.98750367044946,228.65934307147413,227.0267667566045,239.75990128278823,237.8365537580481,254.2398441263093,218.0012442669536,215.97218798127037,315.25537061278885
4,"(256, 128)",0.05094011902587736,0.0019396806804067653,248.24753565322428,34.26874320162027,217.63758473315553,277.1837761968138,280.439580281018,281.4899182477044,263.5933892588966,177.41117317098772,253.900986015879,234.32387732133904
22,"(128, 64)",0.0006849566747840917,0.001372405316892762,254.40410778989136,37.92631757367845,273.0099802716816,286.9991900388424,230.84233088751995,210.77044065626433,196.59797737553947,259.9116461365878,257.44021431173616,319.6610826409592
1,"(256, 128, 64)",0.006158459876169436,0.00015429601005519726,255.20045367649277,27.50619236653826,228.46277820705967,235.46178781893536,243.41029324951145,266.0217464558086,244.33301578786381,253.59305093774455,247.90321511583295,322.41774183918557
21,"(128, 64)",0.004564607361960839,0.002572354133406629,257.07288792840257,30.888120179272256,225.29378078379997,252.57135326851298,277.7082344192682,232.08807134266246,261.4923020002073,261.9990482137732,222.61917744297392,322.8111359560226
20,"(256, 128, 64)",1.070160899268531e-05,0.0037484243895631324,257.1217949363451,24.513683476149787,270.21449111667135,214.4966585418108,285.31327305879745,279.0988235633904,267.18718435164885,264.99931423171864,255.6334197614654,220.03119486525804
11,"(128, 64)",4.141502885405815e-05,0.002323260488552255,258.15999083432314,33.604392543578,240.7481917182826,246.72430825698004,260.90069362734954,200.14516121574658,265.31601499321283,264.6449618404208,257.00083231085006,329.7997627117426
10,"(256, 128, 64)",0.0007360105081983722,0.00012235100233650854,258.7493913120501,27.370850561974127,237.30702203694443,256.21911695422637,243.0180917586472,264.18557473378286,264.4473232228401,257.2334461459298,224.99287755578285,322.5916780882468
15,"(128, 64)",8.084206458302165e-05,0.002185888420054086,259.9066532778335,35.33878860794269,221.18552560448026,250.9450323222444,275.9506149913216,281.9163742491008,264.3940279649842,265.7416266614306,197.85610969191484,321.2639147371916
7,"(128, 64)",0.020442061379532986,0.0018337021671045932,261.7004748253108,33.656759424637585,271.7162762271354,221.72053331930022,209.05236589554906,279.139115531066,262.22452122322443,266.8647946785882,256.1487178483235,326.7374738792993
6,"(128, 64, 32)",0.001653252347575385,0.0001341635410168892,267.9722059944949,19.716628337338577,261.90424188420957,261.47759208041845,261.78532579729267,283.9827076991811,272.920910823695,239.6985907077093,252.96131479793243,309.04696416552105
17,"(128, 64, 32)",0.00017760965289612674,0.004618698388866125,268.3538174281676,28.452976422450575,269.80659702172835,279.9324273026077,277.6256612644758,212.16353570831632,264.78705490057666,263.84109651646565,256.2961695334574,322.377997177713
2,"(256, 128)",0.011080485964481503,0.0037336070725030317,272.5562359988162,26.982769364500466,271.8630162855299,294.7358488391973,285.4573687020547,225.45439537504402,261.49995837408346,267.4180982542714,252.50972230932828,321.5114798510206
9,"(256, 128, 64)",0.03736667762931513,0.003603852387684786,272.56795239611705,21.45607090832659,273.93829166918846,279.704614141194,282.3028248365181,237.74808759522705,271.4531701987212,266.32274448449033,252.94466167027133,316.12922457332587
8,"(64, 32)",0.00026188092878568007,0.008737678255441984,276.9582877290869,15.827852698792128,274.23474824675657,282.3276917323813,278.3289000004057,280.33274593955696,272.0531514960304,259.8394432979623,256.61188006811443,311.9377410514877
0,"(64, 32)",0.0005695262671673521,0.005214297905300546,277.81994291396916,19.647536614227104,275.00332149521057,284.0897931983568,275.436741780142,277.7110103096217,270.63229810614166,262.44079128648514,253.1708122401175,324.0747748956778
