config_idx,hidden_layer_sizes,alpha,learning_rate_init,mean_rmse,std_rmse,fold_0_rmse,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,fold_6_rmse,fold_7_rmse
3,"(256, 128, 64, 32)",3.254277104330504e-05,0.0007957412573105527,358.00880977867166,41.764264503692914,409.0951181528539,404.64976003319333,322.3301202263658,306.0147741697452,329.1910840181258,333.8557661270129,341.6663982853318,417.26745721674473
12,"(256, 128, 64, 32)",0.07413766946115141,0.0004483846290786353,361.6686387787463,46.82314334550059,423.33394649247947,409.6361765700628,312.6555274375522,322.269696163991,329.98844949063914,340.5327204911993,324.87492882287125,430.057664761175
14,"(256, 128, 64)",3.308918125895611e-05,0.0008941489120323654,361.829189383488,70.93529532467616,504.8451062931079,399.1711597337909,309.02931192644434,286.001217265016,295.4036548640639,343.7641294697729,330.28494239217844,426.1339931235301
16,"(256, 128, 64, 32)",0.02141473893047776,0.0025149549152136508,373.8556487465429,93.68916569720885,480.1836501430044,574.0592942608041,312.32776695462115,292.68373663930595,305.52765320782146,324.38616438281935,338.9210709112991,362.75585347266775
24,"(128, 64, 32)",0.0007662752960683008,0.0013504304218264751,373.9925232745371,58.96480028973123,404.84124451935173,452.444058609045,314.8304433486767,328.4046299601787,321.4176727848968,356.2257720397041,336.58147749538085,477.1948874390633
13,"(256, 128, 64)",0.0003032765451962616,0.0008691837985677529,377.9270820889251,63.63873631414322,411.1136688072346,403.88018545027046,293.2266350760798,482.0208302762644,307.5176757720455,336.05405311730465,343.15795021302193,446.4456579991794
5,"(128, 64, 32)",0.019545485073586322,0.0007705989229173013,396.5855780698439,65.18092588575418,407.9675679277769,444.9906035593609,499.06488219417184,333.5068251154479,318.56226592638797,360.69126905731247,334.84790700265836,473.05330377563484
19,"(256, 128, 64)",0.005370095583865395,0.0001903290006223861,411.7594908552909,26.34404979071819,409.9002458331358,450.1905676664966,382.3504978335938,395.076564157596,410.6336585702762,388.20976022098,398.95807110122496,458.75656145902377
4,"(256, 128)",0.05094011902587736,0.0019396806804067653,423.88197371975787,110.20172372068275,532.2367127719975,576.9444112157037,317.85003436868857,295.66959778446335,326.325560004607,324.93118283769985,490.38679771821757,526.7114930566855
22,"(128, 64)",0.0006849566747840917,0.001372405316892762,424.50428934154206,39.67304729587391,466.1788394867262,440.0436132992967,417.6279196850117,410.34479097519,386.20876344438085,479.0176673884601,350.58491739549305,446.02780305777827
0,"(64, 32)",0.0005695262671673521,0.005214297905300546,425.5043383043666,62.51788134678171,400.75656967329036,496.5471725456731,344.9680605289906,346.17486340114345,471.3191206004018,485.7657103947204,369.7933054936498,488.7099037970636
23,"(256, 128, 64)",3.623998360341537e-05,0.0001694572471895091,428.0711853603866,28.214264476546784,414.35858508008573,456.50841443114314,416.92568246876425,378.1559524693726,432.98761435072197,404.5134218977209,454.82753295135035,466.29227923393415
17,"(128, 64, 32)",0.00017760965289612674,0.004618698388866125,435.48866911750974,94.77211591034495,402.3974507366427,579.7143256571939,320.21338296151845,352.16353475975967,316.39705785781587,496.9891767668375,483.11149114342373,532.9229330568858
18,"(128, 64, 32)",0.0003547427399748457,0.0003772734190269595,444.0459732215486,65.51019265181831,397.0552498870932,495.4524271348762,353.7940548443538,445.2424747689553,350.39125512101145,478.7695669197454,492.8981303869754,538.7646267093781
11,"(128, 64)",4.141502885405815e-05,0.002323260488552255,445.11124527775786,57.45042185059556,349.9199069443131,451.37100528492,348.32442880789847,481.13152330321157,460.0416185373877,474.9433454802709,494.4113280241928,500.74680583986844
1,"(256, 128, 64)",0.006158459876169436,0.00015429601005519726,450.6066323492213,13.906070691246027,459.0436462318035,464.8685442823033,423.00486307979673,452.5838378924241,445.13152394875976,468.175588223743,438.085115617183,453.9599395177569
21,"(128, 64)",0.004564607361960839,0.002572354133406629,451.56884340384767,55.685152894377026,529.1224495215565,404.82217729756826,340.8789096269797,477.1913932247132,458.6254035031387,485.6513198440408,492.77492921802366,423.48416499476036
7,"(128, 64)",0.020442061379532986,0.0018337021671045932,452.26093838499037,71.34136812369466,534.9478652905997,416.5936174286817,486.9469448115023,338.1287433079699,461.1898086752388,482.2794541081981,355.7909145403066,542.2101589174259
9,"(256, 128, 64)",0.03736667762931513,0.003603852387684786,456.7024497010924,65.91792466865863,442.11719924775724,405.4962937990116,498.34214781262955,469.30286759992794,466.32791462061624,491.1081864614602,321.6557795753027,559.2692084920335
20,"(256, 128, 64)",1.070160899268531e-05,0.0037484243895631324,466.12390643232504,63.21401130901938,488.0089164689125,415.436416147679,498.7373506096495,468.8886933006439,467.29721376879417,486.1503933301966,335.91662479485757,568.555643037867
2,"(256, 128)",0.011080485964481503,0.0037336070725030317,481.4483906552769,68.3012135119694,528.878923080575,577.7716982940995,489.66211495476404,476.6923302627942,462.85824023534667,324.10321198375885,486.1434073556865,505.4771990751905
10,"(256, 128, 64)",0.0007360105081983722,0.00012235100233650854,483.71602117425084,39.45120956176753,531.86903170385,564.0276050373674,464.34163159160386,453.68924189437575,462.89001435311036,449.71015386413535,455.4472194026133,487.7532715469506
15,"(128, 64)",8.084206458302165e-05,0.002185888420054086,485.8882360147742,36.239708419465856,417.0312708806032,517.2764487373312,496.60430435303465,472.99299120990304,463.3343258001046,477.3834490371309,494.61275849015635,547.8703396099295
6,"(128, 64, 32)",0.001653252347575385,0.0001341635410168892,501.42766779140146,42.00282353474574,501.453999505251,563.8428876855211,475.80798298905756,499.2840109844575,475.20774485374415,438.19779673033275,487.75368971616047,569.8732298666874
8,"(64, 32)",0.00026188092878568007,0.008737678255441984,509.25588674217965,40.3485775318641,524.1550947680253,580.4113387775958,488.02393565674157,490.89071272730024,469.5524484809225,476.02260393483397,478.22633812415575,566.7646214678623
