time,MISO-0001,MISO-0027,MISO-0035,MISO-0004,MISO-0006,MISO-8910
2021-01-01 00:00:00,-24.560991998267923,-17.088222510573075,-16.437000182135534,-13.091006074012569,-7.8607854939321555,8.608202691763324
2021-01-01 06:00:00,-24.91345315999544,-16.78388145486224,-18.1555759630061,-15.428570906856748,-8.768963452723767,4.687116257228297
2021-01-01 12:00:00,-26.613669809218692,-18.649631785630163,-16.239698799938196,-14.206246396368385,-9.554647911324025,3.5864076097212774
2021-01-01 18:00:00,-22.117554208583783,-12.027067927198686,-10.407135124035733,-7.479608136723471,-2.501978813839173,16.56166150142053
2021-01-02 00:00:00,-18.200829457945247,-12.407428828786635,-8.540387864374622,-5.293208342626826,-2.0338749349440377,11.97579313845597
2021-01-02 06:00:00,-16.720693405130078,-10.425963639834151,-6.258063718388144,-1.7829686950959172,-1.3536805825864349,10.427664011031595
2021-01-02 12:00:00,-17.811123878185015,-8.455447686872674,-5.222130328905166,1.5013785565083708,-0.6674349822352497,12.217467675212845
2021-01-02 18:00:00,-20.031458698350093,-2.731095191295651,-9.198627345963132,0.9954747187558155,5.707769034354101,18.55199437668182
2021-01-03 00:00:00,-26.324075644928826,-4.610016100496864,-16.38317961541395,-7.088084529813955,3.40604483171046,17.4034354961791
2021-01-03 06:00:00,-31.98209179508021,-11.213470941848925,-21.543188523149638,-14.175373449676783,-3.6042394156782507,14.73299859310498
2021-01-03 12:00:00,-35.594165216747854,-16.65634916857323,-24.119234298533456,-16.985714606800514,-7.953984959519687,9.94230199611684
2021-01-03 18:00:00,-30.2475706721724,-15.815687986999762,-22.3349786423139,-17.268145351903087,-10.372218347204182,6.526997646153461
2021-01-04 00:00:00,-33.66887561716629,-19.116146451759278,-24.24678684230372,-19.610395371309437,-14.149766405124126,3.379844639102089
2021-01-04 06:00:00,-35.862009458296825,-21.212579202875105,-26.570354127251733,-23.155654888723376,-17.407225677624723,-1.6571879181365148
2021-01-04 12:00:00,-37.32845503854128,-24.637407925422764,-28.10287275879324,-25.129405070220088,-22.411042252416507,-3.8250420665615366
2021-01-04 18:00:00,-30.71540824899995,-19.397730471235406,-22.807462166771302,-18.987487035810688,-14.538100796785784,2.035640581694679
2021-01-05 00:00:00,-31.949833521720137,-22.111105141621266,-22.563574490206634,-19.312686699119467,-17.852214126073108,2.006310263822229
2021-01-05 06:00:00,-24.788014847300218,-23.690499399516227,-21.410939975202496,-20.287182635787588,-20.006479286533846,-0.4395590549947883
2021-01-05 12:00:00,-21.400707360201892,-19.75402878897333,-19.420951742734758,-18.237374719275692,-18.278249032153838,-1.6428679310833445
2021-01-05 18:00:00,-19.182071613827162,-13.146249822884215,-12.889259047123176,-10.802583554891044,-8.709605286259205,3.2317590393431033
