unit_id,LRZ,capacity_mw,energy_storage_capacity_mwh,thermal_derate_name,thermal_for_profile_name,solar_profile_name,wind_profile_name
MISO_02_FuelOil_008,02,2.3,0.0,,MISO_02_CT_015,,
MISO_02_FuelOil_009,02,244.8,0.0,,MISO_02_CT_022,,
MISO_02_FuelOil_010,02,101.0,0.0,,MISO_02_CT_023,,
MISO_02_FuelOil_011,02,2.7,0.0,,MISO_02_CT_027,,
MISO_02_FuelOil_012,02,2.2,0.0,,MISO_02_CT_029,,
MISO_02_NaturalGas_013,02,685.3,0.0,MISO_02_Natural_Gas_Fired_Combined_Cycle_RC_005,MISO_02_CC_007,,
MISO_02_NaturalGas_014,02,1229.6,0.0,MISO_02_Natural_Gas_Fired_Combined_Cycle_RC_012,MISO_02_CC_020,,
MISO_02_NaturalGas_015,02,169.3,0.0,MISO_02_Natural_Gas_Fired_Combined_Cycle_RC_015,MISO_02_CC_023,,
MISO_02_NaturalGas_016,02,283.5,0.0,MISO_02_Natural_Gas_Fired_Combined_Cycle_RC_018,MISO_02_CC_026,,
MISO_02_NaturalGas_017,02,1398.1,0.0,MISO_02_Natural_Gas_Fired_Combined_Cycle_RC_022,MISO_02_CC_032,,
MISO_02_NaturalGas_018,02,270.1,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_001,MISO_02_CT_002,,
MISO_02_NaturalGas_019,02,283.3,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_003,MISO_02_CT_004,,
MISO_02_NaturalGas_020,02,371.0,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_004,MISO_02_CT_006,,
MISO_02_NaturalGas_021,02,78.5,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_005,MISO_02_CT_007,,
MISO_02_NaturalGas_022,02,24.5,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_006,MISO_02_CT_013,,
MISO_02_NaturalGas_023,02,381.6,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_008,MISO_02_CT_016,,
MISO_02_NaturalGas_024,02,346.8,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_009,MISO_02_CT_017,,
MISO_02_NaturalGas_025,02,381.6,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_013,MISO_02_CT_021,,
MISO_02_NaturalGas_026,02,90.9,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_014,MISO_02_CT_022,,
MISO_02_NaturalGas_027,02,73.8,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_015,MISO_02_CT_023,,
MISO_02_NaturalGas_028,02,41.6,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_016,MISO_02_CT_024,,
MISO_02_NaturalGas_029,02,561.0,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_017,MISO_02_CT_025,,
MISO_02_NaturalGas_030,02,22.1,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_019,MISO_02_CT_027,,
MISO_02_NaturalGas_031,02,385.1,0.0,MISO_02_Natural_Gas_Fired_Combustion_Turbine_RC_021,MISO_02_CT_031,,
MISO_02_NaturalGas_032,02,7.6,0.0,MISO_02_Natural_Gas_Steam_Turbine_RC_002,MISO_02_ST_003,,
MISO_02_NaturalGas_033,02,47.599999999999994,0.0,MISO_02_Natural_Gas_Steam_Turbine_RC_003,MISO_02_ST_004,,
MISO_02_NaturalGas_034,02,12.0,0.0,MISO_02_Natural_Gas_Steam_Turbine_RC_005,MISO_02_ST_007,,
MISO_02_NaturalGas_035,02,2.0,0.0,MISO_02_Natural_Gas_Steam_Turbine_RC_007,MISO_02_ST_015,,
MISO_02_NaturalGas_036,02,109.7,0.0,MISO_02_Natural_Gas_Steam_Turbine_RC_015,MISO_02_ST_023,,
MISO_02_NaturalGas_037,02,272.0,0.0,MISO_02_Natural_Gas_Steam_Turbine_RC_019,MISO_02_ST_027,,
MISO_02_NaturalGas_038,02,3.0,0.0,,MISO_02_CT_032,,
MISO_02_Nuclear_039,02,1286.0,0.0,,MISO_02_NU_009,,
MISO_02_ThermalOther_040,02,4.800000000000001,0.0,,MISO_02_CT_008,,
MISO_02_ThermalOther_041,02,2.4000000000000004,0.0,,MISO_02_CT_011,,
MISO_02_ThermalOther_042,02,1.5,0.0,,MISO_02_CT_012,,
MISO_02_ThermalOther_043,02,12.8,0.0,,MISO_02_CT_022,,
MISO_02_ThermalOther_044,02,6.4,0.0,,MISO_02_CT_026,,
MISO_02_ThermalOther_045,02,18.4,0.0,,MISO_02_CT_027,,
MISO_02_ThermalOther_046,02,3.0,0.0,,MISO_02_CT_030,,
MISO_02_ThermalOther_047,02,3.5,0.0,,MISO_02_CT_031,,
MISO_02_ThermalOther_048,02,8.8,0.0,,MISO_02_CT_033,,
MISO_02_ThermalOther_049,02,1.4,0.0,,MISO_02_ST_005,,
MISO_02_ThermalOther_050,02,32.6,0.0,,MISO_02_ST_007,,
MISO_02_ThermalOther_051,02,117.4,0.0,,MISO_02_ST_013,,
MISO_02_ThermalOther_053,02,5.1,0.0,,MISO_02_ST_028,,
MISO_02_solar_001,02,6.0,0.0,,,MISO_02_solar_001,
MISO_02_solar_002,02,7.5,0.0,,,MISO_02_solar_002,
MISO_02_solar_004,02,250.0,0.0,,,MISO_02_solar_004,
MISO_02_solar_005,02,1.5,0.0,,,MISO_02_solar_005,
MISO_02_solar_006,02,2.5,0.0,,,MISO_02_solar_006,
MISO_02_solar_007,02,8.3,0.0,,,MISO_02_solar_007,
MISO_02_solar_008,02,99.0,0.0,,,MISO_02_solar_008,
MISO_02_solar_009,02,4.5,0.0,,,MISO_02_solar_009,
MISO_02_solar_010,02,1.5,0.0,,,MISO_02_solar_010,
MISO_02_solar_011,02,11.8,0.0,,,MISO_02_solar_011,
MISO_02_solar_012,02,1.6,0.0,,,MISO_02_solar_012,
MISO_02_solar_013,02,102.0,0.0,,,MISO_02_solar_013,
MISO_02_solar_014,02,10.0,0.0,,,MISO_02_solar_014,
MISO_02_solar_015,02,150.0,0.0,,,MISO_02_solar_015,
MISO_02_solar_016,02,3.1999999999999997,0.0,,,MISO_02_solar_016,
MISO_02_solar_018,02,50.0,0.0,,,MISO_02_solar_018,
MISO_02_solar_019,02,4.199999999999999,0.0,,,MISO_02_solar_019,
MISO_02_solar_021,02,10.8,0.0,,,MISO_02_solar_021,
MISO_02_solar_022,02,9.7,0.0,,,MISO_02_solar_022,
MISO_02_solar_023,02,300.0,0.0,,,MISO_02_solar_023,
MISO_02_solar_024,02,44.300000000000004,0.0,,,MISO_02_solar_024,
MISO_02_solar_025,02,29.0,0.0,,,MISO_02_solar_025,
MISO_02_solar_026,02,80.0,0.0,,,MISO_02_solar_026,
MISO_02_solar_027,02,3.3,0.0,,,MISO_02_solar_027,
MISO_02_solar_028,02,2.3,0.0,,,MISO_02_solar_028,
MISO_02_solar_029,02,5.8,0.0,,,MISO_02_solar_029,
MISO_02_solar_030,02,50.0,0.0,,,MISO_02_solar_030,
MISO_02_solar_031,02,53.7,0.0,,,MISO_02_solar_031,
MISO_02_solar_032,02,6.0,0.0,,,MISO_02_solar_032,
MISO_02_solar_033,02,7.5,0.0,,,MISO_02_solar_033,
MISO_02_solar_034,02,215.6,0.0,,,MISO_02_solar_034,
MISO_02_solar_035,02,2.3,0.0,,,MISO_02_solar_035,
MISO_02_solar_036,02,71.5,0.0,,,MISO_02_solar_036,
MISO_02_solar_037,02,250.0,0.0,,,MISO_02_solar_037,
MISO_02_solar_038,02,7.5,0.0,,,MISO_02_solar_038,
MISO_02_wind_001,02,11.0,0.0,,,,MISO_02_wind_001
MISO_02_wind_002,02,20.0,0.0,,,,MISO_02_wind_002
MISO_02_wind_004,02,145.2,0.0,,,,MISO_02_wind_004
MISO_02_wind_005,02,129.0,0.0,,,,MISO_02_wind_005
MISO_02_wind_006,02,67.7,0.0,,,,MISO_02_wind_006
MISO_02_wind_007,02,162.0,0.0,,,,MISO_02_wind_007
MISO_02_wind_008,02,54.0,0.0,,,,MISO_02_wind_008
MISO_02_wind_009,02,30.0,0.0,,,,MISO_02_wind_009
MISO_02_wind_010,02,9.9,0.0,,,,MISO_02_wind_010
MISO_02_wind_011,02,98.0,0.0,,,,MISO_02_wind_011
MISO_02_wind_012,02,3.0,0.0,,,,MISO_02_wind_012
MISO_03_BatteryStorage_001,03,0.3,0.6,,,,
MISO_03_BatteryStorage_002,03,1.1,4.0,,,,
MISO_03_BatteryStorage_003,03,2.5,2.9,,,,
MISO_03_BatteryStorage_004,03,5.0,10.0,,,,
MISO_03_BatteryStorage_005,03,5.0,30.6,,,,
MISO_03_Coal_001,03,1280.0,0.0,MISO_03_Conventional_Steam_Coal_RC_015,MISO_03_ST_050,,
MISO_03_Coal_002,03,306.1,0.0,MISO_03_Conventional_Steam_Coal_RC_016,MISO_03_ST_064,,
MISO_03_Coal_003,03,180.0,0.0,MISO_03_Conventional_Steam_Coal_RC_019,MISO_03_ST_068,,
MISO_03_Coal_004,03,275.5,0.0,MISO_03_Conventional_Steam_Coal_RC_023,MISO_03_ST_081,,
MISO_03_Coal_005,03,811.9,0.0,MISO_03_Conventional_Steam_Coal_RC_026,MISO_03_ST_092,,
MISO_03_Coal_006,03,1648.3,0.0,MISO_03_Conventional_Steam_Coal_RC_029,MISO_03_ST_095,,
MISO_03_Coal_007,03,725.9,0.0,MISO_03_Conventional_Steam_Coal_RC_030,MISO_03_ST_097,,
MISO_03_FuelOil_008,03,8.8,0.0,,MISO_03_CT_001,,
MISO_03_FuelOil_009,03,51.5,0.0,,MISO_03_CT_002,,
MISO_03_FuelOil_010,03,11.4,0.0,,MISO_03_CT_003,,
MISO_03_FuelOil_011,03,18.0,0.0,,MISO_03_CT_004,,
MISO_03_FuelOil_012,03,4.9,0.0,,MISO_03_CT_005,,
MISO_03_FuelOil_013,03,11.8,0.0,,MISO_03_CT_007,,
MISO_03_FuelOil_014,03,9.0,0.0,,MISO_03_CT_008,,
MISO_03_FuelOil_015,03,2.3,0.0,,MISO_03_CT_009,,
MISO_03_FuelOil_016,03,8.6,0.0,,MISO_03_CT_010,,
MISO_03_FuelOil_017,03,18.0,0.0,,MISO_03_CT_012,,
MISO_03_FuelOil_018,03,14.0,0.0,,MISO_03_CT_013,,
MISO_03_FuelOil_019,03,15.200000000000001,0.0,,MISO_03_CT_014,,
MISO_03_FuelOil_020,03,1.8,0.0,,MISO_03_CT_016,,
MISO_03_FuelOil_021,03,11.0,0.0,,MISO_03_CT_017,,
MISO_03_FuelOil_022,03,13.0,0.0,,MISO_03_CT_018,,
MISO_03_FuelOil_023,03,3.4000000000000004,0.0,,MISO_03_CT_019,,
MISO_03_FuelOil_024,03,14.0,0.0,,MISO_03_CT_020,,
MISO_03_FuelOil_025,03,17.7,0.0,,MISO_03_CT_021,,
MISO_03_FuelOil_026,03,4.0,0.0,,MISO_03_CT_022,,
MISO_03_FuelOil_027,03,6.3,0.0,,MISO_03_CT_023,,
MISO_03_FuelOil_028,03,1.6,0.0,,MISO_03_CT_024,,
MISO_03_FuelOil_029,03,7.2,0.0,,MISO_03_CT_025,,
MISO_03_FuelOil_030,03,90.2,0.0,,MISO_03_CT_026,,
MISO_03_FuelOil_031,03,22.0,0.0,,MISO_03_CT_027,,
MISO_03_FuelOil_032,03,4.2,0.0,,MISO_03_CT_028,,
MISO_03_FuelOil_033,03,3.1,0.0,,MISO_03_CT_029,,
MISO_03_FuelOil_034,03,23.8,0.0,,MISO_03_CT_030,,
MISO_03_FuelOil_035,03,2.0,0.0,,MISO_03_CT_031,,
MISO_03_FuelOil_036,03,1.5,0.0,,MISO_03_CT_032,,
MISO_03_FuelOil_037,03,2.1,0.0,,MISO_03_CT_033,,
MISO_03_FuelOil_038,03,5.4,0.0,,MISO_03_CT_034,,
MISO_03_FuelOil_039,03,2.9000000000000004,0.0,,MISO_03_CT_036,,
MISO_03_FuelOil_040,03,5.4,0.0,,MISO_03_CT_037,,
MISO_03_FuelOil_041,03,6.7,0.0,,MISO_03_CT_038,,
MISO_03_FuelOil_042,03,3.6,0.0,,MISO_03_CT_039,,
MISO_03_FuelOil_043,03,26.2,0.0,,MISO_03_CT_040,,
MISO_03_FuelOil_044,03,4.0,0.0,,MISO_03_CT_041,,
MISO_03_FuelOil_045,03,16.1,0.0,,MISO_03_CT_042,,
MISO_03_FuelOil_046,03,1.8,0.0,,MISO_03_CT_043,,
MISO_03_FuelOil_047,03,1.8,0.0,,MISO_03_CT_044,,
MISO_03_FuelOil_048,03,18.0,0.0,,MISO_03_CT_045,,
MISO_03_FuelOil_049,03,10.9,0.0,,MISO_03_CT_047,,
MISO_03_FuelOil_050,03,21.3,0.0,,MISO_03_CT_048,,
MISO_03_FuelOil_051,03,9.8,0.0,,MISO_03_CT_051,,
MISO_03_FuelOil_052,03,7.2,0.0,,MISO_03_CT_052,,
MISO_03_FuelOil_053,03,4.1,0.0,,MISO_03_CT_053,,
MISO_03_FuelOil_054,03,2.0,0.0,,MISO_03_CT_054,,
MISO_03_FuelOil_055,03,1.4,0.0,,MISO_03_CT_055,,
MISO_03_FuelOil_056,03,5.4,0.0,,MISO_03_CT_056,,
MISO_03_FuelOil_057,03,9.5,0.0,,MISO_03_CT_057,,
MISO_03_FuelOil_058,03,11.9,0.0,,MISO_03_CT_058,,
MISO_03_FuelOil_059,03,5.7,0.0,,MISO_03_CT_059,,
MISO_03_FuelOil_060,03,4.2,0.0,,MISO_03_CT_060,,
MISO_03_FuelOil_061,03,1.8,0.0,,MISO_03_CT_061,,
MISO_03_FuelOil_062,03,13.4,0.0,,MISO_03_CT_062,,
MISO_03_FuelOil_063,03,5.6,0.0,,MISO_03_CT_063,,
MISO_03_FuelOil_064,03,31.8,0.0,,MISO_03_CT_064,,
MISO_03_FuelOil_065,03,11.4,0.0,,MISO_03_CT_065,,
MISO_03_FuelOil_066,03,3.8,0.0,,MISO_03_CT_066,,
MISO_03_FuelOil_067,03,89.8,0.0,,MISO_03_CT_067,,
MISO_03_FuelOil_068,03,9.3,0.0,,MISO_03_CT_070,,
MISO_03_FuelOil_069,03,1.7,0.0,,MISO_03_CT_071,,
MISO_03_FuelOil_070,03,21.6,0.0,,MISO_03_CT_073,,
MISO_03_FuelOil_071,03,4.6,0.0,,MISO_03_CT_074,,
MISO_03_FuelOil_072,03,2.0,0.0,,MISO_03_CT_076,,
MISO_03_FuelOil_073,03,4.5,0.0,,MISO_03_CT_078,,
MISO_03_FuelOil_074,03,3.4,0.0,,MISO_03_CT_079,,
MISO_03_FuelOil_075,03,13.600000000000001,0.0,,MISO_03_CT_081,,
MISO_03_FuelOil_076,03,16.5,0.0,,MISO_03_CT_082,,
MISO_03_FuelOil_077,03,6.0,0.0,,MISO_03_CT_083,,
MISO_03_FuelOil_078,03,5.6,0.0,,MISO_03_CT_084,,
MISO_03_FuelOil_079,03,44.0,0.0,,MISO_03_CT_085,,
MISO_03_FuelOil_080,03,40.900000000000006,0.0,,MISO_03_CT_086,,
MISO_03_FuelOil_081,03,10.0,0.0,,MISO_03_CT_087,,
MISO_03_FuelOil_082,03,7.1000000000000005,0.0,,MISO_03_CT_088,,
MISO_03_FuelOil_083,03,13.0,0.0,,MISO_03_CT_089,,
MISO_03_FuelOil_084,03,2.9,0.0,,MISO_03_CT_090,,
MISO_03_FuelOil_085,03,8.0,0.0,,MISO_03_CT_096,,
MISO_03_FuelOil_086,03,6.1,0.0,,MISO_03_CT_098,,
MISO_03_FuelOil_087,03,6.8,0.0,,MISO_03_CT_099,,
MISO_03_FuelOil_088,03,4.0,0.0,,MISO_03_CT_100,,
MISO_03_FuelOil_089,03,20.0,0.0,,MISO_03_CT_101,,
MISO_03_FuelOil_090,03,10.5,0.0,,MISO_03_CT_103,,
MISO_03_NaturalGas_091,03,740.8,0.0,MISO_03_Natural_Gas_Fired_Combined_Cycle_RC_002,MISO_03_CC_006,,
MISO_03_NaturalGas_092,03,602.8,0.0,MISO_03_Natural_Gas_Fired_Combined_Cycle_RC_008,MISO_03_CC_026,,
MISO_03_NaturalGas_093,03,705.9,0.0,MISO_03_Natural_Gas_Fired_Combined_Cycle_RC_017,MISO_03_CC_065,,
MISO_03_NaturalGas_094,03,576.3,0.0,MISO_03_Natural_Gas_Fired_Combined_Cycle_RC_024,MISO_03_CC_086,,
MISO_03_NaturalGas_095,03,50.0,0.0,MISO_03_Natural_Gas_Fired_Combined_Cycle_RC_033,MISO_03_CC_104,,
MISO_03_NaturalGas_096,03,19.0,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_004,MISO_03_CT_011,,
MISO_03_NaturalGas_097,03,535.8,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_005,MISO_03_CT_013,,
MISO_03_NaturalGas_098,03,467.8,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_006,MISO_03_CT_015,,
MISO_03_NaturalGas_099,03,7.5,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_007,MISO_03_CT_023,,
MISO_03_NaturalGas_100,03,36.0,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_011,MISO_03_CT_035,,
MISO_03_NaturalGas_101,03,307.5,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_012,MISO_03_CT_046,,
MISO_03_NaturalGas_102,03,38.5,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_016,MISO_03_CT_064,,
MISO_03_NaturalGas_103,03,189.0,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_017,MISO_03_CT_065,,
MISO_03_NaturalGas_104,03,3.0,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_018,MISO_03_CT_067,,
MISO_03_NaturalGas_105,03,72.0,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_020,MISO_03_CT_071,,
MISO_03_NaturalGas_106,03,128.0,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_021,MISO_03_CT_076,,
MISO_03_NaturalGas_107,03,157.6,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_022,MISO_03_CT_077,,
MISO_03_NaturalGas_109,03,179.8,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_024,MISO_03_CT_086,,
MISO_03_NaturalGas_110,03,10.0,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_025,MISO_03_CT_091,,
MISO_03_NaturalGas_111,03,62.3,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_028,MISO_03_CT_094,,
MISO_03_NaturalGas_112,03,78.8,0.0,MISO_03_Natural_Gas_Fired_Combustion_Turbine_RC_032,MISO_03_CT_102,,
MISO_03_NaturalGas_113,03,27.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_001,MISO_03_ST_002,,
MISO_03_NaturalGas_114,03,6.1,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_002,MISO_03_ST_006,,
MISO_03_NaturalGas_115,03,1.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_003,MISO_03_ST_007,,
MISO_03_NaturalGas_116,03,4.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_009,MISO_03_ST_027,,
MISO_03_NaturalGas_117,03,3.5,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_010,MISO_03_ST_029,,
MISO_03_NaturalGas_118,03,59.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_012,MISO_03_ST_046,,
MISO_03_NaturalGas_119,03,5.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_013,MISO_03_ST_048,,
MISO_03_NaturalGas_120,03,5.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_014,MISO_03_ST_049,,
MISO_03_NaturalGas_121,03,148.8,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_016,MISO_03_ST_064,,
MISO_03_NaturalGas_122,03,148.6,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_018,MISO_03_ST_067,,
MISO_03_NaturalGas_123,03,30.8,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_020,MISO_03_ST_071,,
MISO_03_NaturalGas_124,03,7.9,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_021,MISO_03_ST_076,,
MISO_03_NaturalGas_125,03,40.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_027,MISO_03_ST_093,,
MISO_03_NaturalGas_126,03,5.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_031,MISO_03_ST_099,,
MISO_03_NaturalGas_127,03,212.0,0.0,MISO_03_Natural_Gas_Steam_Turbine_RC_032,MISO_03_ST_102,,
MISO_03_NaturalGas_128,03,5.8,0.0,,MISO_03_CT_001,,
MISO_03_NaturalGas_129,03,38.8,0.0,,MISO_03_CT_011,,
MISO_03_NaturalGas_130,03,2.4000000000000004,0.0,,MISO_03_CT_014,,
MISO_03_NaturalGas_131,03,7.199999999999999,0.0,,MISO_03_CT_016,,
MISO_03_NaturalGas_132,03,26.0,0.0,,MISO_03_CT_018,,
MISO_03_NaturalGas_133,03,9.4,0.0,,MISO_03_CT_025,,
MISO_03_NaturalGas_134,03,10.9,0.0,,MISO_03_CT_040,,
MISO_03_NaturalGas_135,03,16.1,0.0,,MISO_03_CT_055,,
MISO_03_NaturalGas_136,03,2.0,0.0,,MISO_03_CT_058,,
MISO_03_NaturalGas_137,03,1.8,0.0,,MISO_03_CT_061,,
MISO_03_NaturalGas_138,03,19.0,0.0,,MISO_03_CT_062,,
MISO_03_NaturalGas_139,03,1.0,0.0,,MISO_03_CT_064,,
MISO_03_NaturalGas_140,03,2.5,0.0,,MISO_03_CT_066,,
MISO_03_NaturalGas_141,03,8.0,0.0,,MISO_03_CT_071,,
MISO_03_NaturalGas_142,03,2.8,0.0,,MISO_03_CT_072,,
MISO_03_NaturalGas_143,03,4.2,0.0,,MISO_03_CT_084,,
MISO_03_NaturalGas_144,03,7.6000000000000005,0.0,,MISO_03_CT_087,,
MISO_03_NaturalGas_145,03,56.400000000000006,0.0,,MISO_03_CT_094,,
MISO_03_ThermalOther_146,03,4.0,0.0,,MISO_03_CT_021,,
MISO_03_ThermalOther_147,03,11.200000000000001,0.0,,MISO_03_CT_075,,
MISO_03_ThermalOther_148,03,25.0,0.0,,MISO_03_ST_006,,
MISO_03_ThermalOther_149,03,1.0,0.0,,MISO_03_ST_069,,
MISO_03_ThermalOther_150,03,2.8,0.0,,MISO_03_ST_076,,
MISO_03_ThermalOther_151,03,1.6,0.0,,MISO_03_ST_080,,
MISO_03_ThermalOther_152,03,34.4,0.0,,MISO_03_ST_104,,
MISO_03_solar_001,03,1.0,0.0,,,MISO_03_solar_001,
MISO_03_solar_002,03,1.0,0.0,,,MISO_03_solar_002,
MISO_03_solar_003,03,1.0,0.0,,,MISO_03_solar_003,
MISO_03_solar_004,03,1.0,0.0,,,MISO_03_solar_004,
MISO_03_solar_005,03,4.0,0.0,,,MISO_03_solar_005,
MISO_03_solar_006,03,4.3,0.0,,,MISO_03_solar_006,
MISO_03_solar_007,03,11.4,0.0,,,MISO_03_solar_007,
MISO_03_solar_008,03,1.0,0.0,,,MISO_03_solar_008,
MISO_03_solar_009,03,77.3,0.0,,,MISO_03_solar_009,
MISO_03_solar_010,03,9.0,0.0,,,MISO_03_solar_010,
MISO_03_solar_011,03,14.4,0.0,,,MISO_03_solar_011,
MISO_03_solar_012,03,2.0,0.0,,,MISO_03_solar_012,
MISO_03_solar_013,03,23.5,0.0,,,MISO_03_solar_013,
MISO_03_solar_014,03,11.0,0.0,,,MISO_03_solar_014,
MISO_03_solar_015,03,7.0,0.0,,,MISO_03_solar_015,
MISO_03_solar_016,03,29.5,0.0,,,MISO_03_solar_016,
MISO_03_solar_017,03,5.0,0.0,,,MISO_03_solar_017,
MISO_03_solar_018,03,6.0,0.0,,,MISO_03_solar_018,
MISO_03_solar_019,03,20.9,0.0,,,MISO_03_solar_019,
MISO_03_solar_020,03,1.8,0.0,,,MISO_03_solar_020,
MISO_03_solar_021,03,7.5,0.0,,,MISO_03_solar_021,
MISO_03_solar_022,03,5.7,0.0,,,MISO_03_solar_022,
MISO_03_solar_023,03,2.0,0.0,,,MISO_03_solar_023,
MISO_03_solar_024,03,6.7,0.0,,,MISO_03_solar_024,
MISO_03_solar_025,03,1.5,0.0,,,MISO_03_solar_025,
MISO_03_solar_027,03,50.0,0.0,,,MISO_03_solar_027,
MISO_03_solar_028,03,1.5,0.0,,,MISO_03_solar_028,
MISO_03_solar_029,03,0.8,0.0,,,MISO_03_solar_029,
MISO_03_solar_030,03,3.0,0.0,,,MISO_03_solar_030,
MISO_03_solar_031,03,1.3,0.0,,,MISO_03_solar_031,
MISO_03_solar_032,03,7.0,0.0,,,MISO_03_solar_032,
MISO_03_solar_033,03,3.8,0.0,,,MISO_03_solar_033,
MISO_03_solar_034,03,4.5,0.0,,,MISO_03_solar_034,
MISO_03_solar_035,03,100.0,0.0,,,MISO_03_solar_035,
MISO_03_solar_036,03,4.0,0.0,,,MISO_03_solar_036,
MISO_03_solar_038,03,200.0,0.0,,,MISO_03_solar_038,
MISO_03_solar_039,03,1.0,0.0,,,MISO_03_solar_039,
MISO_03_solar_040,03,4.5,0.0,,,MISO_03_solar_040,
MISO_03_solar_041,03,2.6,0.0,,,MISO_03_solar_041,
MISO_03_solar_042,03,2.0,0.0,,,MISO_03_solar_042,
MISO_03_solar_043,03,1.4,0.0,,,MISO_03_solar_043,
MISO_03_solar_044,03,1.0,0.0,,,MISO_03_solar_044,
MISO_03_solar_045,03,11.899999999999999,0.0,,,MISO_03_solar_045,
MISO_03_solar_046,03,8.9,0.0,,,MISO_03_solar_046,
MISO_03_solar_047,03,1.8,0.0,,,MISO_03_solar_047,
MISO_03_solar_048,03,3.0,0.0,,,MISO_03_solar_048,
MISO_03_solar_049,03,25.0,0.0,,,MISO_03_solar_049,
MISO_03_solar_050,03,100.0,0.0,,,MISO_03_solar_050,
MISO_03_solar_051,03,51.4,0.0,,,MISO_03_solar_051,
MISO_03_solar_052,03,2.3,0.0,,,MISO_03_solar_052,
MISO_03_solar_053,03,150.0,0.0,,,MISO_03_solar_053,
MISO_03_solar_054,03,1.6,0.0,,,MISO_03_solar_054,
MISO_03_wind_001,03,400.0,0.0,,,,MISO_03_wind_001
MISO_03_wind_002,03,3.4,0.0,,,,MISO_03_wind_002
MISO_03_wind_003,03,18.900000000000002,0.0,,,,MISO_03_wind_003
MISO_03_wind_004,03,582.3,0.0,,,,MISO_03_wind_004
MISO_03_wind_005,03,69.6,0.0,,,,MISO_03_wind_005
MISO_03_wind_006,03,50.0,0.0,,,,MISO_03_wind_006
MISO_03_wind_008,03,249.8,0.0,,,,MISO_03_wind_008
MISO_03_wind_009,03,215.0,0.0,,,,MISO_03_wind_009
MISO_03_wind_010,03,13.0,0.0,,,,MISO_03_wind_010
MISO_03_wind_011,03,43.0,0.0,,,,MISO_03_wind_011
MISO_03_wind_013,03,44.0,0.0,,,,MISO_03_wind_013
MISO_03_wind_014,03,100.5,0.0,,,,MISO_03_wind_014
MISO_03_wind_015,03,236.8,0.0,,,,MISO_03_wind_015
MISO_03_wind_016,03,251.5,0.0,,,,MISO_03_wind_016
MISO_03_wind_017,03,240.5,0.0,,,,MISO_03_wind_017
MISO_03_wind_018,03,202.0,0.0,,,,MISO_03_wind_018
MISO_03_wind_019,03,98.9,0.0,,,,MISO_03_wind_019
MISO_03_wind_020,03,501.7,0.0,,,,MISO_03_wind_020
MISO_03_wind_021,03,2.5,0.0,,,,MISO_03_wind_021
MISO_03_wind_022,03,201.3,0.0,,,,MISO_03_wind_022
